address,booth_number,brands,category,country,description,email,exhibitor_name,exhibitor_url,facebook,fax,hall_location,instagram,linkedin,manufacturers,phone,show_date,show_name,show_website,twitter,website
"Maranello,, MO, Italy",5215,,"Equipment & Machinery - Chamfering, Equipment & Machinery - Cutting, Equipment & Machinery - Edging, Equipment & Machinery - Polishing, Equipment & Machinery - Profiling",,100% MADE IN ITALY combining innovation and experience,,Ferrari & Cigarini Srl.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=121&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381781,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ferrariecigarini.com
"Bad Oeynhausen,, Germany",4512,Flexijet 3D Next Generation,"Equipment & Machinery, Equipment & Machinery - CNC Equipment, Miscellaneous - Measuring Devices, Stone - Countertops, Stone - Fireplace Surrounds/Mantels",,"Schedule an online demo today to learn about Flexijet 3D!
",,Flexijet North America,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=124&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381920,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.myflexijet.com
"Melpignano (LE) ,, Puglia, Italy",2309,,,,,,Fato Stone Srl,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=119&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382076,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"FARMINGDALE,, NY, United States",145,,,,,,Fantastic Glass Tile Inc,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=118&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=377050,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://FANTASTICGLASSTILE.COM
"Cottage Grove,, MN, United States",4415,"PhotoTop + Organize Digital Templating 
Loffler & Burkhardt Stone Systems
Stone Business Software Systems  
Moraware Software
Fab Choice Stone Digital Manufacturing Consulting","Equipment & Machinery - CNC Equipment, Equipment & Machinery - Edging, Equipment & Machinery - Saws, Miscellaneous - Consulting Services, Miscellaneous - Measuring Devices",,Fab Choice Is #1 for Digital Manufacturing - Field to Finish,,Fabricator's Choice LLC,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=117&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381919,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.fabchoice.com
"Monterey,, NL, Mexico",3233,,,,,,Expo Obra Blanca S DE RL D,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=116&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382128,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.obrablancaexpo.com
"Mechanicsville,, VA, United States",4814,,,,,,"Gaba Granite, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=131&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378995,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.Gabagranite.com
"Morbi,, Gujrat, India",1523,,"Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,WELCOME TO EXOTICA,,Exotica Ceramic pvt ltd,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=115&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381734,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://Www.exoticaceramic.com
"Massa,, MS, Italy",2311,,"Stone, Stone - Block, Stone - Slab",,Come and visit with us in booth #2311,,GDA Marmi,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=133&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382077,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.gdamarmi.com
"Pavullo,, MO, Italy",1846,"EnergieKer 
EKxtreme slabs
TH2.0 20mm 
Gold Art Ceramica Spa","Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Countertop, Tile - Floor, Tile - Mosaic",,"GOOD ITALIAN QUALITY TILES AT A REASONABLE PRICE !!
",,Energie Ker,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=112&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380949,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.energieker.com
"KUTAHYA,, Turkey",4521,,"Stone, Stone - Marble, Stone - Pavers, Tile",,"Hurok Marble established in 1981, is one of the leading companies of the natural stone industry. We have created an esthetically, elegant and stylish difference in our products by combining the culture of old civilizations with the newest production technologies. We have production facilities in the City of Kutahya, Turkey with 24.000 m2 of enclosed production facilities and 80.000 m2 of open area where we cut and package our top quality natural stone products. We have a total of 120.000 square feet of well-organized U.S. based distribution centers in South Florida to give faster and efficient logistical support to our clients in the United States, Canada, Mexico, Central America, South America and the Caribbean.",,HUROK MARBLE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=146&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378864,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://WWW.HUROK.COM
"New York,, NY, United States",5836,,,,,,Gianni Ruberti,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=135&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381321,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"San Gregorio Magno,, Campania, Italy",2413,,"Stone - Borders, Stone - Columns, Stone - Countertops, Stone - Cut-to-Size, Stone - Fireplace Surrounds/Mantels",,"The activity of the company is facing the furniture industry, building and architectural projects and our product line includes wonderful water jet  floorings, wall cladding, intarsia inlays, columns, capitals, sculptures, fountains, vanity and kitchen countertops, fireplaces and cut-to-size tiles.",,EM EUROMARMI STONE DESIGN SRL,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=108&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382102,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.euromarmi.eu
"Ft. Meyers,, FL, United States",623,,,,,,"Elastic Decorative Stone, LLC",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=106&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381591,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.elasticdecorativestone.com
"Alcora,, Castellon, Spain",4234,EMIGRES,"Tile, Tile - Porcelain, Tile - Wall, Tile - Ceramic (Glazed), Tile - Floor",,Welcome to Emigres!,,Emigres,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=110&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378739,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.emigres.es
"Padova,, Italy",2241,PEDESTAL/WOODECK Outdoor raised floors,"Allied Products - Spacers, Allied Products - Waterproofing, Equipment & Machinery - Flooring Equipment, Equipment & Machinery - Levelers",,Welcome to the world of OUTDOOR RAISED FLOORS,,Eterno Ivica,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=113&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380893,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.eternoivica.com
"Norcross,, GA, United States",2819,"Ege Seramik, Digital Tile, Duranite","Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,We look forward to seeing you at our booth 2819!,,Ege Seramik,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=105&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380474,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.egeseramik-usa.com
"Hilton Head Island,, SC, United States",4015,"Simec 
Fantini 
OMEC 
MEC 
Maema
Giacomini",Equipment & Machinery,,"Find the Quarry & Sone Fabricating Machines 

",,"EuroStone Machine USA, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=114&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378639,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.eurostoneusa.com/
"Fiorano Modenese,, MO, Italy",5927,,"Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Murals, Tile - Swimming Pool",,"Elios Ceramica is renowed Brand part of the Italcer Group, always careful to satisfy the demands of the market.",,Elios Ceramica,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=107&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381808,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.eliosceramica.com
"Vancouver,, BC, Canada",625,"FE COVERINGS, INC.","Tile - Ceramic (Glazed), Tile - Glass, Tile - Murals, Tile - Porcelain, Tile",,,,"FE COVERINGS, INC.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=120&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379798,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.fecoverings.com
"Cutler Bay,, FL, United States",4033,,"Tile - Floor, Tile - Mosaic, Tile - Pavers, Tile - Porcelain, Tile - Wall",,,,D'Stile Import Co.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=101&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381620,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://DSTILEIMPORT.COM
"Alcora,, Castellon, Spain",5635,Emotion Ceramics,"Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain",,Emotion- Moved by feelings,,Emotion Ceramics,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=111&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379363,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.emotionceramics.es
"Bolingbrook,, IL, United States",6021,,Stone,,,,Easy Stone Shop,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=103&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379507,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Castellon,, Onda, Spain",4827,Brand Ecoceramic,"Tile - Ceramic (Glazed), Tile - Floor, Tile - Stone, Tile - Wall",,We are represented in more than 100 countries worldwide.,,Ecoceramic,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=104&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380848,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ecoceramic.es
"DR, Greece",4133,,,,,,Drama Marble,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=99&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381622,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.dramamarble.com
"Miami,, FL, United States",4541,EMAC®,"Allied Products - Anti-Slip Coatings, Allied Products - Finishes, Miscellaneous - Expansion Joint Systems, Tile - Borders, Tile - Decorative",,"Emac, High Quality Trims & Profiles for Tiles",,Emac,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=109&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378881,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.emac-america.com
"Winston Salem,, NC, United States",4819,"Including Quota multifunctional CNC work centers, 3-,4- and 5-axis bridge saws, 3- and 5-axis Aqua waterjets, and Vision single head surface polisher.","Equipment & Machinery - CNC Equipment, Equipment & Machinery - Cutting, Equipment & Machinery - Fabricating, Equipment & Machinery - Saws, Equipment & Machinery - Water-jet",,DENVER USA meets you with our complete machinery offering,,DENVER USA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=95&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=396341,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.denverusamachinery.com/
"SJ, Costa Rica",140,,,,,,DreamStone,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=100&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381141,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.dreamstone.cr
"Sterling,, VA, United States",1033,,"Tile - Ceramic (Glazed), Tile - Floor, Tile - Pavers, Tile - Porcelain, Tile - Special Purpose",, ​,,DECOVITA YAPI ÜRÜNLERİ SANAYİ VE TİCARET A.Ş,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=93&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381431,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.decovitausa.com/
"Jacksonville,, FL, United States",4249,,"Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Mosaic, Tile - Porcelain",,,,Dune,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=102&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378753,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://duneceramics.com/
"SANT'AMBROGIO DI VALPOLICELLA,, VR, Italy",5113,,Equipment & Machinery - Wastewater Treatment,,Visit us at the Italian Pavilion to learn more!,,Dal Prete,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=91&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382093,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.dalprete.com
"Vila Vicosa,, Portugal",823,"Rosa Aurora Marble, Moca Cream Limestone, CNC Fabrication, Natural Stone from Portugal and around the World","Stone - Cut-to-Size, Stone - Limestone, Stone - Marble, Stone - Moldings, Stone - Slab",,Dimpomar - Expert in Natural Stone,,Dimpomar,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=98&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381601,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.dimpomar.com
"Crossville,, TN, United States",2547,"Porcelain Tile—Made in the USA | Crossville Porcelain Countertops | Designer Glass, Metal & Mosaic | Crossville Porcelain Tile Panels | Colorful Ceramic Wall Tile | The Most Modern Surfacing Solutions","Tile, Tile - Floor, Tile - Glass, Tile - Mosaic, Tile - Porcelain",,Discover Crossville for Porcelain Tile & Surfacing Solutions,,Crossville Inc.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=89&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378089,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.crossvilleinc.com
"LA CABRERA,, Spain",4430,,"Stone, Stone - Block, Stone - Granite, Stone - Quartzite, Tile - Stone",,,,DFG NATURAL STONE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=96&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378826,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.dfg.es
"Arlington,, VA, United States",3919,,,,,,Coverings Lounge (3919),https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=87&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381797,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Marina di Carrara,, MS, Italy",2414,,Miscellaneous - Freight Forwarding,,Visit us in the Italian Stone Pavilion - South Hall,,Danesi Cargo,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=92&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=382099,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.danesi.it
"Mogi Mirim,, SP, Brazil",2926,CORTAG,"Allied Products - Tools, Equipment & Machinery - Cutting, Equipment & Machinery - Diamond Blades & Saws, Equipment & Machinery - Hand Tools, Equipment & Machinery - Saws",,Welcome to visit us in Coverings ''21,,CORTAG TOOLS USA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=85&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378249,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.cortag.com.br/
"Loudon,, TN, United States",1446,"Del Conca USA is located at 155 Del Conca Way, Loudon, TN, and is one of the leading industrial companies in the ceramic industry in the USA.","Tile, Tile - Floor, Tile - Pavers, Tile - Porcelain, Tile - Swimming Pool",,Effortless luxury porcelain for the modern space,,"Del Conca USA, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=94&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381835,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.delconcausa.com
"Boca Raton,, FL, United States",2027,,,,,,DHL Procurement inc,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=97&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381158,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.DHLprocurement.co
"CHULA VISTA,, CA, United States",3032,,Tile - Trims,,"CREAPRAC, 
For an Impeccable and Durable Instalation.",,CREAPRAC USA INC.,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=88&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380457,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.creaprac.com
"Imola,, BO, Italy",1041,"Imola
LaFaenza
Leonardo

","Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Porcelain",,Looking forward to an exciting Coverings 2018!,,Cooperativa Ceramica D'Imola,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=83&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381013,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ccimola.com
"Nules,, Castellón, Spain",5327,,"Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Floor, Tile - Mosaic, Tile - Porcelain",,,,Dade Building Materials,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=90&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379225,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://dadetrade.com
"Los Angeles,, CA, United States",3228,"Frank Lloyd Wright Collection, ABS Linear Drain System, Composeal","Allied Products - Anti-Fracture Membranes, Allied Products - Shower Pans, Allied Products - Sound Abatement Membranes, Allied Products - Waterproofing, Miscellaneous - Bath Accessories",,"Compotite Corp. is the innovator of 'The Original ' shower pan liner. Founded in 1938, Compotite is a fourth generation, family owned company. We produce 'Made in America ' products that are used for waterproofing, Crack isolation and sound abatement. We have been focused on bringing new innovative products such as our NEW Compotite Linear Drain System! It has multiple top options and many proprietary features: Grate Risers and Cut & Cap! The new company you've known for over 75 years! Compotite Corporation, a pioneer in the shower waterproofing industry, now offers a convenient, stand-up display showcasing the full collection of grates and tops from its ABS Linear Drain System, including the Frank Lloyd Wright Collection.",,Compotite,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=81&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381648,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"Lexington,, KY, United States",3741,"Kerlite
","Tile, Tile - Floor, Tile - Porcelain, Tile - Special Purpose, Tile - Wall",,"COTTO D'ESTE
Beauty in Ceramics
",,Cotto D'Este USA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=86&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381973,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.cottodesteusa.com
"Alvarado,, TX, United States",3430,,,,,,ColorFast Industries,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=77&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378458,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.colorfastind.com
"Sarasota,, FL, United States",5419,,"Equipment & Machinery - Edging, Equipment & Machinery - Polishing, Equipment & Machinery - Saws",,"Comandulli North America: HQ for sales, parts and service.",,Comandulli NA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=80&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381535,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.comandulli-na.com
"UT of D & NH,, Silvassa, India",526,,"Stone - Agglomerates, Stone - Countertops",, ,,Classic Marble Company PVT LTD,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=73&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381586,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.kalingastone.com
"Maitland,, FL, United States",3130,"Comp-U-Floor ERP Software, Comp-U-Floor Estimator, Comp-U-Floor Wireless Warehousing.","Miscellaneous - Computer Equipment, Miscellaneous - Consulting Services, Miscellaneous – Software",,Comp-U-Floor welcomes our International Clients!,,Comp-U-Floor Software,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=82&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=396155,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.comp-u-floor.com/
"ONDA,, Castellon, Spain",4848,"CIFRE CERAMICA, ZENON SOLID SURFACE","Tile, Tile - Floor, Tile - Porcelain, Tile - Wall",,Welcome to Cifre Ceramica | Always something new,,Cifre Ceramica,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=72&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379022,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.cifreceramica.com
"CASTELLON,, CASTELLON, Spain",4549,"CEVICA, CevicaLab
","Tile, Tile - Ceramic (Glazed), Tile - Decorative, Tile - Floor, Tile - Porcelain",,CEVICA: SPANISH FACTORY SPECIALIST IN HANDMADE LOOKING TILES,,Cevica,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=70&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378889,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.cevica.es
"Huntingdon Valley,, PA, United States",4609,"Chem-set™, CounterBalance, Integra, Dry Treat, Bondaflex™,  Surface Renu, SUREBONDER®","Allied Products - Adhesive Removers, Allied Products - Adhesives, Allied Products - Joint Sealants, Allied Products - Sealers, Equipment & Machinery",,Try our adhesives for your particular application Booth#4609,,Chemical Concepts,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=71&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381903,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.chemical-concepts.com/
"Santo Domingo,, Dominican Republic",4227,,"Stone - Block, Stone - Cut-to-Size, Stone - Fireplace Surrounds/Mantels, Equipment & Machinery - Fabricating, Stone - Pavers, Stone - Slab, Stone - Stone Tile, Stone - Marble, Stone - Moldings, Stone - Mosaic",,"OUR QUARRIES

				WE ARE QUARRY OWNERS, THAT ALLOW US TO 
		OFFER PRODUCTS WITH THE SAME 
QUALITY ALL THE TIME

OUR PLANT

WE HAVE THE CAPACITY TO PRODUCE UP TO 
320,000 SQF PER MONTH OF CORAL STONE TILES. 
ALSO WE CAN  PRODUCE COLUMNS, BALLUSTERS, 
MOLDINGS, MOSAICS, PAVERS, POOL COPINGS AND 
CUT TO THE SIZE PRODUCTS.",,"Coraldom, C Por A",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=84&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378734,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.coraldom.com/eng/
"Mugla,, Turkey",4224,,"Stone - Block, Stone - Cut-to-Size, Stone - Marble, Stone - Slab, Stone - Stone Tile",,COBANLAR MERMER A.S. was established in the province of Mugla / Turkey in 1989 as a family company. Cobanlar Marble is a leading company in the terms of quality.,,COBANLAR MARBLE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=75&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378731,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.cobanlarmarble.com
"Alcora,, Castellon, Spain",4436,Colorker and ZYX,"Tile, Tile - Floor, Tile - Mosaic, Tile - Porcelain, Tile - Wall",,    ,,Colorker,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=78&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378833,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.colorker.com
"Cookeville,, TN, United States",2941,,Miscellaneous - Raw Materials (Frits,,Worldwide Company specialized in the production and distribution of raw materials and semifinished products for the ceramics and glass industry. The solutions proposed by the companies of the Group are able to satisfy the entire production process of each sector related to the industrial ceramics.,,"Colorobbia USA, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=79&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380864,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.colorobbia.com/
"Castellon,, Castellon, Spain",5641,TERMOKER,"Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,,,Codicer 95,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=76&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=379366,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.codicer95.es
"Savignano Sul Panaro,, MO, Italy",1446,,"Tile, Tile - Floor, Tile - Pavers, Tile - Swimming Pool",,Pastorelli welcomes you to Coverings 2020,,Ceramica Pastorelli,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=63&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381834,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,
"CUCUTA,, NSA, Colombia",1619,,,,,,CERAMICA ITALIA S.A,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=62&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381076,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://www.ceramicaitalia.com/
"Tunis,, Tunis, Tunisia",2119,,,,,,Ceres Ceramics,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=69&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381122,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ceresceramics.com
"Pigneto,, MO, Italy",1949,,,,,,Ceramica Artistica Due SpA,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=60&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381288,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,www.ceramicaartisticadue.it
